Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) HIT_K2,Coverage (%) HIT_K4,Coverage (%) HIT_K6,Coverage (%) HCA_K2,Coverage (%) HCA_K4,Coverage (%) HCA_K6,Area HIT_K2,Area HIT_K4,Area HIT_K6,Area HCA_K2,Area HCA_K4,Area HCA_K6,#Peptides,#Unique,#Spec HIT_K2,#Spec HIT_K4,#Spec HIT_K6,#Spec HCA_K2,#Spec HCA_K4,#Spec HCA_K6,PTM,Avg. Mass,Description
78,115,P13667|PDIA4_HUMAN,433.69,69,59,66,64,61,60,58,6.1819E5,6.1059E5,5.8753E5,6.4869E5,5.1081E5,5.1397E5,46,46,229,239,242,227,197,212,Carbamidomethylation; Deamidation (NQ),72933,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2
72,606,P09651|ROA1_HUMAN,433.53,53,52,52,52,53,52,52,7.383E5,7.6015E5,6.9374E5,8.3328E5,9.0569E5,9.3007E5,29,26,235,220,213,256,275,266,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),38747,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5
142,258,O75923|DYSF_HUMAN,433.43,47,36,40,45,16,21,18,1.6057E5,2.2346E5,2.8762E5,3.1693E4,5.0316E4,4.5651E4,65,64,182,225,257,78,75,70,Carbamidomethylation,237293,Dysferlin OS=Homo sapiens OX=9606 GN=DYSF PE=1 SV=1
184,126,P07814|SYEP_HUMAN,431.17,57,28,43,53,24,34,38,5.428E4,9.6634E4,1.3575E5,4.4868E4,7.3357E4,7.7856E4,56,56,109,148,175,69,114,129,Carbamidomethylation; Deamidation (NQ),170590,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5
108,130,Q01518|CAP1_HUMAN,431.11,67,57,63,63,67,63,63,2.7739E5,3.4763E5,3.443E5,3.1439E5,3.3504E5,3.3105E5,34,34,172,182,198,161,172,176,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),51902,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5
178,48,P13010|XRCC5_HUMAN,430.86,76,53,64,63,67,65,60,1.9263E5,2.3797E5,2.5624E5,2.2433E5,2.5101E5,2.3202E5,44,44,115,142,141,115,128,125,Carbamidomethylation; Oxidation (M); Deamidation (NQ),82705,X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3
202,94,P04844|RPN2_HUMAN,430.35,69,62,65,68,59,63,68,1.6563E5,2.1189E5,2.1811E5,1.5648E5,2.0134E5,1.9964E5,28,28,138,134,133,89,112,102,Deamidation (NQ),69284,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3
43,7,Q9BQE3|TBA1C_HUMAN,429.46,92,82,87,89,85,84,84,2.7073E4,3.1788E4,3.4116E4,5.0049E4,3.8721E4,4.6799E4,36,2,342,349,350,381,376,367,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49895,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1
151,102,Q14974|IMB1_HUMAN,428.64,70,53,58,59,55,57,62,1.301E5,1.6287E5,1.6956E5,1.728E5,2.0814E5,2.0959E5,39,39,127,152,148,117,146,161,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),97170,Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2
105,16,P13797|PLST_HUMAN,428.47,80,66,70,70,62,71,75,3.5604E5,4.1923E5,4.7427E5,3.2239E5,3.6464E5,3.262E5,44,44,173,188,202,162,171,175,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),70811,Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4
34,107,Q13885|TBB2A_HUMAN,427.01,75,60,67,67,66,68,68,1.1247E4,1.1788E4,1.231E4,7.0726E3,7.2838E3,8.8583E3,29,2,390,379,393,385,405,387,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49907,Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1
149,154,O00159|MYO1C_HUMAN,426.19,54,40,42,44,47,51,48,1.1199E5,1.3333E5,1.8026E5,1.6022E5,1.8181E5,2.006E5,49,49,113,129,157,131,159,168,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),121682,Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4
94,81,P40939|ECHA_HUMAN,425.89,61,56,60,57,59,55,59,3.3873E5,4.0225E5,4.3501E5,3.4465E5,2.9517E5,3.0125E5,37,37,200,209,231,193,170,174,Carbamidomethylation; Oxidation (M); Deamidation (NQ),83000,Trifunctional enzyme subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2
106,195,Q00839|HNRPU_HUMAN,423.70,52,41,46,46,47,45,45,4.4609E5,4.7921E5,4.5109E5,4.9954E5,4.9097E5,4.818E5,38,38,190,168,164,186,184,173,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),90585,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6
119,97,P31948|STIP1_HUMAN,423.28,64,62,57,56,61,57,59,3.2506E5,3.0426E5,2.8074E5,4.9085E5,4.2379E5,4.2853E5,42,42,173,155,152,182,162,176,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),62639,Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1
175,24,P20700|LMNB1_HUMAN,422.48,71,62,55,56,60,56,56,2.5272E5,2.1269E5,1.9574E5,3.2783E5,2.7721E5,2.5666E5,45,39,137,122,116,154,118,136,Carbamidomethylation; Deamidation (NQ),66408,Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2
47,64,P30101|PDIA3_HUMAN,422.35,74,72,72,69,69,71,71,1.6148E6,1.6438E6,1.4241E6,1.6209E6,1.4624E6,1.3918E6,41,41,347,354,331,331,304,330,Carbamidomethylation; Oxidation (M); Deamidation (NQ),56782,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4
90,144,Q16881|TRXR1_HUMAN,422.25,62,59,59,51,55,56,58,4.8279E5,4.8841E5,4.1898E5,6.2076E5,5.9216E5,6.0878E5,30,29,196,194,178,215,212,219,Carbamidomethylation; Deamidation (NQ),70906,Thioredoxin reductase 1  cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3
46,57,P04350|TBB4A_HUMAN,421.74,77,71,75,66,73,68,73,,2.2654E4,2.5841E4,,1.5394E4,,27,2,324,346,327,334,342,331,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49586,Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2
211,83,Q9Y678|COPG1_HUMAN,420.62,61,45,50,57,42,48,46,1.019E5,1.5447E5,1.7278E5,9.1537E4,1.1248E5,1.067E5,38,36,116,137,151,96,96,81,Carbamidomethylation; Deamidation (NQ),97718,Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1
118,37,O75083|WDR1_HUMAN,420.53,78,73,73,73,65,68,69,4.0851E5,4.7356E5,5.1374E5,3.1555E5,3.7584E5,3.8871E5,33,33,165,184,194,144,149,171,Carbamidomethylation; Deamidation (NQ),66194,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4
51,8,P04075|ALDOA_HUMAN,420.33,88,84,84,83,88,86,84,1.1799E6,1.4067E6,1.3622E6,1.266E6,1.3573E6,1.2975E6,31,29,298,312,308,323,316,322,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39420,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2
148,159,P27816|MAP4_HUMAN,419.85,56,51,49,51,53,37,39,2.6958E5,2.8023E5,2.6016E5,2.8867E5,2.4135E5,2.2913E5,47,47,143,147,138,172,138,121,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),121005,Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3
85,598,P67936|TPM4_HUMAN,419.80,81,81,81,81,78,81,81,6.8638E5,5.5559E5,4.7158E5,7.3138E5,6.1606E5,5.7761E5,34,21,212,188,165,249,232,211,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),28522,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3
186,35,Q99832|TCPH_HUMAN,418.90,72,65,64,65,70,65,65,1.8102E5,2.4059E5,2.5524E5,1.9692E5,2.2206E5,2.0857E5,32,32,114,145,135,114,116,118,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),59367,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2
173,56,P40227|TCPZ_HUMAN,417.71,63,60,53,55,53,53,52,1.7979E5,2.3123E5,2.2771E5,2.8054E5,2.838E5,2.594E5,28,28,124,126,127,131,144,139,Carbamidomethylation; Deamidation (NQ),58024,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3
102,23,Q16555|DPYL2_HUMAN,417.40,74,73,66,73,65,71,71,3.8106E5,4.1318E5,3.7645E5,3.5437E5,2.9016E5,2.8582E5,31,29,206,217,190,189,167,164,Carbamidomethylation; Deamidation (NQ),62294,Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1
91,537,P00338|LDHA_HUMAN,417.23,79,79,79,79,79,79,79,4.5567E5,5.3998E5,5.636E5,4.0273E5,4.0945E5,4.4245E5,28,27,196,215,205,185,205,197,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),36689,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2
96,84,P38646|GRP75_HUMAN,415.25,62,52,55,57,60,62,60,3.7888E5,3.9997E5,3.5109E5,4.8487E5,3.6809E5,3.658E5,35,35,179,195,185,197,203,205,Carbamidomethylation; Oxidation (M); Deamidation (NQ),73681,Stress-70 protein  mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2
93,468,P50454|SERPH_HUMAN,415.24,68,57,57,57,59,68,68,5.9091E5,6.6627E5,6.0594E5,8.8403E5,7.5283E5,7.7266E5,27,27,191,210,199,211,180,208,Oxidation (M),46441,Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2
162,11,P28838|AMPL_HUMAN,414.97,70,69,66,67,56,53,53,2.503E5,2.4067E5,2.404E5,1.6795E5,1.6903E5,1.5566E5,29,29,156,136,151,131,121,113,Carbamidomethylation; Deamidation (NQ),56166,Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3
17,1175,P23528|COF1_HUMAN,412.91,87,87,86,86,80,80,80,1.2818E6,1.2424E6,1.2394E6,1.4547E6,1.807E6,1.6702E6,22,17,447,514,486,442,595,392,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),18502,Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3
161,22,P52209|6PGD_HUMAN,412.37,82,81,80,82,71,71,64,3.1701E5,3.4827E5,4.0989E5,1.7454E5,1.8239E5,1.8879E5,30,30,159,159,170,112,109,107,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),53140,6-phosphogluconate dehydrogenase  decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3
190,98,Q7KZF4|SND1_HUMAN,411.43,66,39,49,52,46,56,53,1.1079E5,1.3702E5,1.4949E5,1.3104E5,1.3284E5,1.2339E5,42,42,126,130,137,118,111,112,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),101997,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1
276,276,O60506|HNRPQ_HUMAN,411.08,43,39,39,37,41,37,39,7.4622E4,9.4216E4,8.8084E4,1.2832E5,1.5305E5,1.1368E5,27,23,79,93,91,132,101,91,Carbamidomethylation; Deamidation (NQ),69603,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2
264,266,O75643|U520_HUMAN,410.96,37,15,27,32,14,21,23,2.8116E4,5.7656E4,8.7977E4,2.4078E4,5.4176E4,5.8476E4,55,55,68,129,153,50,111,92,Carbamidomethylation; Deamidation (NQ),244505,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2
158,277,P05023|AT1A1_HUMAN,410.11,44,36,39,39,37,40,40,2.029E5,2.2349E5,2.5488E5,1.8469E5,1.866E5,1.9822E5,39,36,138,147,156,130,125,132,Carbamidomethylation,112896,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1
137,40,P11413|G6PD_HUMAN,410.00,73,70,63,70,64,73,70,3.6837E5,4.417E5,4.5027E5,5.1489E5,5.1924E5,5.2371E5,34,34,145,155,168,142,149,148,Carbamidomethylation; Oxidation (M); Deamidation (NQ),59257,Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4
154,172,Q08211|DHX9_HUMAN,408.46,40,31,35,39,32,35,35,1.7604E5,2.1659E5,2.5722E5,1.5568E5,1.9027E5,1.9357E5,44,44,121,147,184,100,141,145,Carbamidomethylation; Oxidation (M); Deamidation (NQ),140958,ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4
198,106,O60716|CTND1_HUMAN,407.45,56,46,46,45,45,46,42,9.4923E4,9.7226E4,1.1357E5,1.036E5,9.2568E4,8.5481E4,42,42,106,132,136,112,104,123,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),108170,Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1
63,27,Q9BUF5|TBB6_HUMAN,407.23,83,80,80,65,80,72,82,1.7302E5,2.3034E5,2.6693E5,2.6264E5,2.8802E5,3.0962E5,29,14,238,290,276,269,286,277,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49857,Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1
311,514,P29279|CCN2_HUMAN,406.40,67,67,64,56,47,53,53,2.9685E5,2.4124E5,2.3039E5,2.2409E5,1.9265E5,1.8108E5,22,22,118,93,99,76,82,77,Carbamidomethylation; Oxidation (M),38091,CCN family member 2 OS=Homo sapiens OX=9606 GN=CCN2 PE=1 SV=2
180,312,Q02952|AKA12_HUMAN,406.24,38,33,32,31,23,22,19,1.8324E5,1.7978E5,1.8248E5,8.0823E4,6.253E4,5.6359E4,49,49,167,182,181,82,78,70,Carbamidomethylation,191480,A-kinase anchor protein 12 OS=Homo sapiens OX=9606 GN=AKAP12 PE=1 SV=4
153,139,P12956|XRCC6_HUMAN,405.40,60,53,55,53,53,60,51,2.1697E5,2.6412E5,2.791E5,2.7733E5,3.3812E5,2.9576E5,39,39,127,128,140,150,146,155,Oxidation (M); Deamidation (NQ),69843,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2
54,545,P60174|TPIS_HUMAN,404.12,89,89,89,86,89,89,88,2.0171E6,1.498E6,1.4341E6,2.0522E6,1.8886E6,1.9102E6,22,22,305,260,256,339,360,348,Carbamidomethylation; Deamidation (NQ),26669,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4
156,202,P53396|ACLY_HUMAN,404.08,47,31,34,40,40,40,45,9.839E4,1.6148E5,1.8723E5,1.7534E5,2.1911E5,2.4109E5,39,39,107,148,137,140,138,167,Carbamidomethylation; Deamidation (NQ),120839,ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3
123,574,P07195|LDHB_HUMAN,403.98,65,58,55,62,58,65,65,2.3721E5,2.8781E5,3.2214E5,3.2714E5,4.0338E5,3.8054E5,24,23,157,146,170,143,180,180,Carbamidomethylation; Oxidation (M); Deamidation (NQ),36639,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2
286,9,P00352|AL1A1_HUMAN,403.86,85,71,70,76,66,71,69,2.9538E5,3.0109E5,2.7519E5,2.3262E5,1.6832E5,1.6959E5,30,28,111,97,120,89,80,76,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),54862,Retinal dehydrogenase 1 OS=Homo sapiens OX=9606 GN=ALDH1A1 PE=1 SV=2
379,295,P11047|LAMC1_HUMAN,403.63,28,15,17,20,19,19,18,4.3537E4,3.6135E4,5.0795E4,4.9984E4,5.1133E4,4.5508E4,33,33,61,70,82,94,85,76,Carbamidomethylation; Deamidation (NQ),177602,Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3
152,621,P51991|ROA3_HUMAN,402.85,53,53,48,48,53,53,53,3.5152E5,3.551E5,3.1942E5,4.1635E5,4.3233E5,4.2649E5,27,27,132,139,131,154,144,147,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),39595,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2
185,187,P53618|COPB_HUMAN,402.67,54,41,50,49,45,52,50,1.3806E5,1.6687E5,1.7987E5,1.2477E5,1.448E5,1.4863E5,37,37,136,120,133,104,123,127,Carbamidomethylation,107142,Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3
121,99,P52272|HNRPM_HUMAN,401.98,57,48,53,50,52,51,48,2.8316E5,3.3512E5,3.1858E5,4.1094E5,4.0399E5,3.8205E5,35,35,159,167,174,194,147,144,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),77516,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3
155,21,P50990|TCPQ_HUMAN,401.75,75,52,57,67,66,66,66,2.6525E5,2.6847E5,2.9217E5,3.3111E5,2.559E5,2.8693E5,35,35,127,136,133,152,145,145,Carbamidomethylation; Deamidation (NQ),59621,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4
205,163,Q13200|PSMD2_HUMAN,401.32,57,47,45,49,47,50,53,8.0182E4,1.2049E5,1.3998E5,1.0009E5,1.2574E5,1.2914E5,36,36,96,128,126,101,120,120,Carbamidomethylation; Deamidation (NQ),100200,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3
53,394,P68366|TBA4A_HUMAN,401.24,71,63,67,69,62,62,65,4.8082E3,4.6762E3,4.3048E3,2.5655E3,2.0296E3,2.3468E3,27,3,302,315,318,311,320,303,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49924,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1
238,43,P33176|KINH_HUMAN,400.80,60,35,41,41,45,50,44,8.5766E4,7.312E4,7.043E4,1.1605E5,1.1253E5,9.3901E4,45,45,98,93,100,129,121,93,Carbamidomethylation; Deamidation (NQ),109685,Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1
160,138,P30153|2AAA_HUMAN,400.27,65,54,61,62,57,58,60,1.9904E5,2.1199E5,2.1639E5,1.8407E5,1.8789E5,2.0159E5,33,27,137,152,150,121,133,130,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),65309,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4
117,70,Q16658|FSCN1_HUMAN,400.21,70,70,70,66,70,68,66,5.3284E5,6.3621E5,6.0089E5,6.3062E5,5.3637E5,5.5806E5,31,31,166,191,186,157,151,163,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),54530,Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3
101,369,P43121|MUC18_HUMAN,399.72,49,49,48,48,47,48,45,4.5778E5,4.2195E5,3.9259E5,4.5649E5,4.2204E5,3.9088E5,29,29,218,156,163,221,186,196,Carbamidomethylation; Oxidation (M); Deamidation (NQ),71608,Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2
411,213,O94973|AP2A2_HUMAN,398.83,44,36,41,42,22,30,29,3.177E4,4.927E4,6.6883E4,1.1167E4,1.3896E4,1.744E4,30,21,71,93,112,55,49,64,Carbamidomethylation,103960,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2
257,1821,P63241|IF5A1_HUMAN,398.82,79,78,79,79,79,79,79,2.1688E5,2.1031E5,1.9621E5,3.7439E5,3.4895E5,3.3272E5,19,19,91,87,89,104,126,114,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term),16832,Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2
150,69,P17987|TCPA_HUMAN,398.72,76,63,66,65,69,67,62,1.8483E5,2.2638E5,2.3174E5,2.6041E5,2.2252E5,2.1797E5,32,32,137,132,149,144,148,144,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),60344,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1
195,184,P04843|RPN1_HUMAN,398.70,61,53,51,52,52,55,48,2.7481E5,2.9099E5,3.4586E5,2.3495E5,2.7217E5,2.7109E5,29,29,120,126,142,120,108,104,Carbamidomethylation; Oxidation (M); Deamidation (NQ),68569,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1
163,272,P12270|TPR_HUMAN,397.72,33,22,19,19,25,25,23,1.7349E5,1.3837E5,9.865E4,1.9933E5,2.3694E5,2.1063E5,64,64,130,101,104,174,156,142,Acetylation (Protein N-term); Deamidation (NQ),267290,Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3
212,91,P51659|DHB4_HUMAN,397.37,62,57,56,62,52,55,57,9.6735E4,1.0766E5,1.1867E5,9.8348E4,9.3756E4,8.8381E4,33,33,120,122,118,97,113,105,Carbamidomethylation; Deamidation (NQ),79686,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3
377,148,Q8WUM4|PDC6I_HUMAN,397.36,58,36,40,46,40,35,44,8.2492E4,1.0132E5,1.2408E5,9.4999E4,8.5649E4,1.0121E5,36,36,55,92,97,70,75,81,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),96023,Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1
403,580,P22695|QCR2_HUMAN,397.00,65,61,65,65,48,55,49,9.3485E4,1.3051E5,1.2397E5,7.6877E4,8.3491E4,8.0832E4,19,19,80,90,101,62,59,58,Carbamidomethylation; Deamidation (NQ),48443,Cytochrome b-c1 complex subunit 2  mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3
228,268,O00410|IPO5_HUMAN,396.91,47,35,37,43,33,35,41,4.8275E4,5.9147E4,8.2871E4,5.9771E4,7.77E4,7.1734E4,36,35,96,125,124,102,100,100,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term),123630,Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4
114,359,P61978|HNRPK_HUMAN,396.46,61,59,58,61,56,56,56,6.5819E5,7.1314E5,6.7527E5,7.8879E5,7.1864E5,7.2117E5,25,25,160,161,165,168,189,185,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),50976,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1
37,464,P27797|CALR_HUMAN,396.39,76,67,62,62,73,66,73,1.191E6,1.1572E6,1.0727E6,1.2443E6,1.1915E6,1.0859E6,25,25,359,522,471,246,408,268,Carbamidomethylation; Deamidation (NQ),48142,Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1
132,131,P0DMV8|HS71A_HUMAN,395.89,61,51,55,49,53,56,50,1.0988E5,1.1059E5,1.065E5,1.266E5,9.3242E4,1.0273E5,33,19,150,151,142,172,147,166,Carbamidomethylation; Deamidation (NQ),70052,Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1
132,132,P0DMV9|HS71B_HUMAN,395.89,61,51,55,49,53,56,50,1.0988E5,1.1059E5,1.065E5,1.266E5,9.3242E4,1.0273E5,33,19,150,151,142,172,147,166,Carbamidomethylation; Deamidation (NQ),70052,Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1
95,640,P40926|MDHM_HUMAN,395.27,76,76,73,73,73,73,73,9.8004E5,8.6222E5,7.781E5,1.0753E6,8.4036E5,9.0602E5,20,20,212,177,183,224,187,191,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35503,Malate dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3
86,890,Q06830|PRDX1_HUMAN,394.73,88,88,85,87,86,88,86,1.0613E6,1.0912E6,1.0104E6,1.1852E6,1.2027E6,1.1243E6,25,23,219,205,200,212,208,203,Carbamidomethylation; Oxidation (M); Deamidation (NQ),22110,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1
52,157,Q13509|TBB3_HUMAN,394.64,66,56,64,63,56,56,58,1.7819E4,2.843E4,2.8222E4,2.0912E4,2.821E4,2.547E4,26,8,296,304,311,304,339,317,Carbamidomethylation; Oxidation (M); Deamidation (NQ),50433,Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2
197,868,P27348|1433T_HUMAN,394.38,72,72,61,58,72,61,72,1.6067E5,1.5885E5,1.4633E5,2.347E5,2.0204E5,2.0376E5,23,19,120,119,108,124,120,124,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),27764,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1
194,205,P55786|PSA_HUMAN,394.38,51,34,45,46,41,46,46,1.3626E5,1.5241E5,1.7246E5,2.013E5,2.0991E5,2.3013E5,36,36,107,113,123,111,138,138,Carbamidomethylation; Deamidation (NQ),103276,Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2
113,263,P05556|ITB1_HUMAN,393.96,48,43,41,42,44,44,47,3.2671E5,3.0347E5,2.7456E5,5.1729E5,4.7512E5,4.745E5,33,33,152,139,131,182,220,209,Carbamidomethylation; Oxidation (M); Deamidation (NQ),88415,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2
